ticker,total_years,avg_net_income,profit_consistency_ratio,net_income_volatility,income_growth,quality_score,stability_score,growth_score,allocation_score,portfolio_decision
INFN,5,-174846876.4,0,142993417.4,368916050.7,5,4,1,3.9,Moderate Allocation
NTNX,5,-723411650.3,0,301960258.8,365826791.7,5,4,1,3.9,Moderate Allocation
RIG,5,-787264712.1,0,268371235.1,290830498,5,4,1,3.9,Moderate Allocation
ITHUF,5,-251130794.1,0,170588572,244653245.2,5,4,1,3.9,Moderate Allocation
SCOR,5,-113492341.3,0,117823933.3,242584152.6,5,4,1,3.9,Moderate Allocation
AKBA,5,-218936928.9,0,137374212.1,238193697.9,5,4,1,3.9,Moderate Allocation
NBR,5,-494850889.2,0,325558309.4,700440788.9,5,4,1,3.9,Moderate Allocation
DNB,5,-154769800.7,0,220350934,495597828.1,5,4,1,3.9,Moderate Allocation
ASPN,5,-40129409.86,0,26346903.93,-32213421,5,2,4,3.9,Moderate Allocation
MGTX,5,-82368015.18,0,30488563.44,-31172696.2,5,2,4,3.9,Moderate Allocation
LQDA,5,-51806751.38,0,17656405.51,-29583196.1,5,2,4,3.9,Moderate Allocation
NXTC,5,-56136494.3,0,19177669.65,-29881292.4,5,2,4,3.9,Moderate Allocation
PD,5,-87166491.42,0,32365258.61,-30982504.5,5,2,4,3.9,Moderate Allocation
LASR,5,-31840924.28,0,16128946.52,-27347973.9,5,2,4,3.9,Moderate Allocation
CKPT,5,-43956038.14,0,18771450.61,-28401862,5,2,4,3.9,Moderate Allocation
FRPT,5,-25290935.34,0,24023935.69,-32854253.9,5,2,4,3.9,Moderate Allocation
CLNN,5,-25264703.08,0,16340530.82,-34845777.8,5,2,4,3.9,Moderate Allocation
PSTX,5,-105839261.2,0,30541122.54,-35031582.7,5,2,4,3.9,Moderate Allocation
ALGS,5,-96405946.08,0,29443440.24,-35656778.5,5,2,4,3.9,Moderate Allocation
ESTA,5,-54998960.3,0,20613888.33,-37219409.5,5,2,4,3.9,Moderate Allocation
PDSB,5,-24840993.04,0,16840232.32,-37355846.4,5,2,4,3.9,Moderate Allocation
HOOK,5,-62524396.82,0,17035493.94,-37375170.8,5,2,4,3.9,Moderate Allocation
LUNG,5,-43560753.7,0,16092213.42,-37432871.5,5,2,4,3.9,Moderate Allocation
AKTS,5,-47897649.92,0,15652998.38,-37000361.9,5,2,4,3.9,Moderate Allocation
ELDN,5,-36865567.88,0,33179183.06,-38369235.2,5,2,4,3.9,Moderate Allocation
MAX,5,-21123803.08,0,25593198.12,-38425331.1,5,2,4,3.9,Moderate Allocation
FCEL,5,-103599030.1,0,27032522.23,-22619853.4,5,2,4,3.9,Moderate Allocation
BIGC,5,-73620901.06,0,42776791.89,-26132585.2,5,2,4,3.9,Moderate Allocation
FBRX,5,-22952295.98,0,15635978.08,-26615610.3,5,2,4,3.9,Moderate Allocation
OTLK,5,-49752128.18,0,15736019.01,-27104073.4,5,2,4,3.9,Moderate Allocation
AMTX,5,-53896694.06,0,28473705.26,-13612045.4,5,2,4,3.9,Moderate Allocation
ISSM,5,-69677712.42,0,22366837.67,-16016230.4,5,2,4,3.9,Moderate Allocation
AVTX,5,-47698573.76,0,26955912.85,-17244783.8,5,2,4,3.9,Moderate Allocation
LFMDP,5,-37146166.58,0,24857058.42,-16666278.3,5,2,4,3.9,Moderate Allocation
DRTT,5,-27739126.36,0,24799452.5,-9662057.7,5,2,4,3.9,Moderate Allocation
EDIT,5,-161013512.8,0,40085880.91,-10577120.3,5,2,4,3.9,Moderate Allocation
EYPT,5,-66753304.64,0,22299624.46,-10905824.3,5,2,4,3.9,Moderate Allocation
NEXI,5,-38695956.34,0,17742319.66,-11113960.4,5,2,4,3.9,Moderate Allocation
CBAY,5,-89038966.18,0,22680052.03,-7040837.8,5,2,4,3.9,Moderate Allocation
ADOM,5,-14050702.8,0,17306489.11,-7517383.7,5,2,4,3.9,Moderate Allocation
FARM,5,-50960083.82,0,27573821.14,-7800017.5,5,2,4,3.9,Moderate Allocation
OCX,5,-44176607.78,0,23630936.71,-6554610.3,5,2,4,3.9,Moderate Allocation
CMPX,5,-44950654.96,0,21447801.16,-6894895.9,5,2,4,3.9,Moderate Allocation
ENV,5,-64067776.68,0.2,101016652.9,-216289149.7,4,3,5,3.9,Moderate Allocation
OPRT,5,-40164916.52,0.4,98757440.67,-242237695,4,3,5,3.9,Moderate Allocation
MODV,5,-33621886.8,0.4,106108754.4,-209713762.7,4,3,5,3.9,Moderate Allocation
ENTA,5,-67635581.14,0.2,74774985.23,-184386852.8,4,3,5,3.9,Moderate Allocation
TNDM,5,-73333494.28,0.2,95297242.53,-202855769.4,4,3,5,3.9,Moderate Allocation
VRDN,5,-121867970.2,0,78201552.29,-205864371.1,4,3,5,3.9,Moderate Allocation
SFIX,5,-85708642.28,0.2,106618726.4,-207016962.4,4,3,5,3.9,Moderate Allocation
SELB,5,-69013749,0.2,98407984.76,-174906328.2,4,3,5,3.9,Moderate Allocation
XENE,5,-90249427.78,0,60992468.34,-135429906.9,4,3,5,3.9,Moderate Allocation
CGEM,5,-36459503.68,0.2,97438443.97,-137144159.6,4,3,5,3.9,Moderate Allocation
CONN,5,3933534.34,0.4,77880131.32,-137631847.6,4,3,5,3.9,Moderate Allocation
MGNI,5,-73795399.46,0.2,69110010.31,-132416228.4,4,3,5,3.9,Moderate Allocation
GWRE,5,-72250390.4,0.2,76084274.92,-132598031.6,4,3,5,3.9,Moderate Allocation
TARS,5,-48452375.7,0,52999566.55,-129983214.1,4,3,5,3.9,Moderate Allocation
OFIX,5,-48785221.12,0.2,62636205.3,-127817501.5,4,3,5,3.9,Moderate Allocation
SRRK,5,-116884555.5,0,49312163.96,-124296107.8,4,3,5,3.9,Moderate Allocation
GKOS,5,-77686516.04,0.2,61545542.26,-151234097.1,4,3,5,3.9,Moderate Allocation
SNDX,5,-93317607.02,0.2,88264006.87,-146205013.8,4,3,5,3.9,Moderate Allocation
CUTR,5,-55259428.22,0.2,67109432.64,-149154541.1,4,3,5,3.9,Moderate Allocation
UPLD,5,-81588283.08,0,59472347.09,-142117240.1,4,3,5,3.9,Moderate Allocation
ARWR,5,-106793373.4,0.2,109567214.1,-281198676.4,4,3,5,3.9,Moderate Allocation
LXRX,5,-59556284.04,0.2,111210191.8,-297098527.6,4,3,5,3.9,Moderate Allocation
KALV,5,-53948808.98,0,32692901.4,-71583099,5,2,4,3.9,Moderate Allocation
SEER,5,-59222893.16,0,33240579.22,-68225124.6,5,2,4,3.9,Moderate Allocation
RAPT,5,-72100700.84,0,27131736.78,-68225775.4,5,2,4,3.9,Moderate Allocation
KZR,5,-60535226.58,0,27645592.56,-68529611.2,5,2,4,3.9,Moderate Allocation
ALT,5,-67985446.9,0,32237452.94,-69363108.2,5,2,4,3.9,Moderate Allocation
GBIO,5,-104728115.4,0,33725826.22,-69465753.4,5,2,4,3.9,Moderate Allocation
IDYA,5,-58450410.86,0,30112746.4,-69528570.9,5,2,4,3.9,Moderate Allocation
CDXS,5,-33254071.44,0,24561096.8,-62958535.8,5,2,4,3.9,Moderate Allocation
AMHCU,5,-32032217.8,0,21748007.1,-61081954.5,5,2,4,3.9,Moderate Allocation
OCGN,5,-55166410.02,0,27534688.21,-59526378.5,5,2,4,3.9,Moderate Allocation
FREQ,5,-53560076.22,0,29508674.07,-60186202.1,5,2,4,3.9,Moderate Allocation
IMUX,5,-78058596.22,0,35530215.04,-59030042.1,5,2,4,3.9,Moderate Allocation
HCAT,5,-116265670.3,0,33857764.07,-58110626.5,5,2,4,3.9,Moderate Allocation
ANVS,5,-20234062.84,0,21260143.41,-53192554.1,5,2,4,3.9,Moderate Allocation
SCWX,5,-59218520.36,0,39723701.83,-53479205.1,5,2,4,3.9,Moderate Allocation
ADVM,5,-120461309.4,0,33688910.3,-53934887.2,5,2,4,3.9,Moderate Allocation
INZY,5,-54973375.32,0,21321465.4,-54912786.5,5,2,4,3.9,Moderate Allocation
AHR,5,-48089321.46,0,30746983.82,-55111528.3,5,2,4,3.9,Moderate Allocation
FROG,5,-46301766.28,0,37992312.91,-55258957.2,5,2,4,3.9,Moderate Allocation
MVIS,5,-44420411.24,0,26820929.96,-56366691.1,5,2,4,3.9,Moderate Allocation
RVPH,5,-16527087.18,0,17331036.23,-39910488.2,5,2,4,3.9,Moderate Allocation
PHUN,5,-37655424,0,18733236.88,-37965356.2,5,2,4,3.9,Moderate Allocation
ARPO,5,-53598528.26,0,42736296.99,-40428109.8,5,2,4,3.9,Moderate Allocation
NRDY,5,-20497502.98,0,17967146.53,-40434301.7,5,2,4,3.9,Moderate Allocation
BOLT,5,-70355064.7,0,26875440.96,-42173791.3,5,2,4,3.9,Moderate Allocation
GRTS,5,-105940381,0,24969499.43,-43778470.5,5,2,4,3.9,Moderate Allocation
BDTX,5,-81130881.22,0,33004636.51,-46247909,5,2,4,3.9,Moderate Allocation
IMRA,5,-45001288.2,0,16536533.49,-45144768.9,5,2,4,3.9,Moderate Allocation
EVER,5,-22814873.58,0,17805733.78,-45242435.8,5,2,4,3.9,Moderate Allocation
CABA,5,-43104912.58,0,19245108.24,-49267214.2,5,2,4,3.9,Moderate Allocation
FHTX,5,-86384641.42,0,25533093.94,-48870863.8,5,2,4,3.9,Moderate Allocation
PMVP,5,-53208318.3,0,21838007.58,-46559830.5,5,2,4,3.9,Moderate Allocation
BLDE,5,-27842922.94,0,22394272.29,-46635929,5,2,4,3.9,Moderate Allocation
LYRA,5,-40162322.8,0,20833870.06,-47731615.6,5,2,4,3.9,Moderate Allocation
LPTX,5,-47438732.84,0,21136743.9,-47860779.2,5,2,4,3.9,Moderate Allocation
PAVM,5,-50538276.46,0,27278439.35,-48058856.8,5,2,4,3.9,Moderate Allocation
FDMT,5,-77242548.74,0,26779240.28,-49579851.1,5,2,4,3.9,Moderate Allocation
ARMP,5,-34021407.2,0,21534499.58,-51702540.6,5,2,4,3.9,Moderate Allocation
AVDL,5,-79511929.02,0.2,69317606.12,-121016088.2,4,3,5,3.9,Moderate Allocation
MYGN,5,-68219207.3,0.2,81684149.18,-116916898.5,4,3,5,3.9,Moderate Allocation
AVIR,5,-29762183.26,0.2,99127438.39,-118631001.5,4,3,5,3.9,Moderate Allocation
INGN,5,-35044999,0.2,53589421.16,-119591013.5,4,3,5,3.9,Moderate Allocation
SRG,5,-85015148.6,0,49002510.85,-99375626.1,4,3,5,3.9,Moderate Allocation
RPAY,5,-54457471.1,0.2,55013624.32,-97940376.3,4,3,5,3.9,Moderate Allocation
EHTH,5,-19096732.9,0.4,76397794.93,-97254883.2,4,3,5,3.9,Moderate Allocation
PRPL,5,-92769967.16,0.2,90471379.46,-100761416.9,4,3,5,3.9,Moderate Allocation
FOSL,5,-66418970.7,0.2,69481935.42,-107392241,4,3,5,3.9,Moderate Allocation
FUSN,5,-70825256.9,0,30855994.29,-75466166.8,5,2,4,3.9,Moderate Allocation
ORIC,5,-73686385.44,0,28303730.58,-71475856.8,5,2,4,3.9,Moderate Allocation
IRTC,5,-87167448.48,0,37468752.78,-72558867.4,5,2,4,3.9,Moderate Allocation
FIVN,5,-55816414.98,0,35883606.03,-74319824.4,5,2,4,3.9,Moderate Allocation
ATRO,5,-29989934.56,0.2,60133872.06,-80312588.3,4,3,5,3.9,Moderate Allocation
NEO,5,-44574580.72,0.4,65579578.65,-95133764.2,4,3,5,3.9,Moderate Allocation
VERU,5,-40573111.24,0.2,45568172.43,-83019602.6,4,3,5,3.9,Moderate Allocation
JAZZ,5,126501180.1,0.6,381119235,-76286027.6,3,5,4,3.8,Moderate Allocation
FUN,5,-5167571.22,0.6,350802714.6,-46772037.2,3,5,4,3.8,Moderate Allocation
GTE,5,-109337182.2,0.6,366614526.6,-43416210.1,3,5,4,3.8,Moderate Allocation
CCK,5,343568024.4,0.8,503548410.4,-42455088.6,3,5,4,3.8,Moderate Allocation
AES,5,-72387904.88,0.6,381513649.2,-52482522,3,5,4,3.8,Moderate Allocation
SWI,5,-154096496.6,0.4,418385362.4,-28246252,3,5,4,3.8,Moderate Allocation
MGNX,5,-123064849.7,0,69688451.84,147985701.1,5,3,2,3.8,Moderate Allocation
NKTR,5,-410127169.8,0,92297371.68,139608213.4,5,3,2,3.8,Moderate Allocation
EOLS,5,-89054576.4,0,47720773.18,33721461.8,5,3,2,3.8,Moderate Allocation
ACOR,5,-157306308.2,0,91136618.87,29824768.3,5,3,2,3.8,Moderate Allocation
PROG,5,-150814889.1,0,77033622.74,29262338.6,5,3,2,3.8,Moderate Allocation
CSU,5,-57300547.48,0.2,147255573.7,13199396.4,4,4,3,3.8,Moderate Allocation
HRTX,5,-188839119.7,0,48247703.94,94755675.8,5,3,2,3.8,Moderate Allocation
EB,5,-101403908.8,0,76558583.52,44569469.3,5,3,2,3.8,Moderate Allocation
PHAT,5,-184652621.8,0,54250146,68373852.5,5,3,2,3.8,Moderate Allocation
CCLP,5,-34942292.52,0,24970380.09,12586640.1,5,2,3,3.7,Moderate Allocation
GOSS,5,-216564651.9,0,33167247.86,12553981.3,5,2,3,3.7,Moderate Allocation
APRE,5,-50047866.16,0,39731835.41,14098142.5,5,2,3,3.7,Moderate Allocation
ATRA,5,-284750748.3,0,37147339.66,18317988.9,5,2,3,3.7,Moderate Allocation
KA,5,-35612938.94,0,24060408.38,15904442.2,5,2,3,3.7,Moderate Allocation
QTWO,5,-101161891.2,0,33108211.66,12056516.8,5,2,3,3.7,Moderate Allocation
EQ,5,-33690024.68,0,17928636.31,10529997.7,5,2,3,3.7,Moderate Allocation
AUPH,5,-111424714.9,0,39549016.12,10228987,5,2,3,3.7,Moderate Allocation
QTRX,5,-51418931.56,0,27433950.83,9715965.4,5,2,3,3.7,Moderate Allocation
ARDX,5,-98352160.1,0,36613812.87,26743025.5,5,2,3,3.7,Moderate Allocation
CRVS,5,-33223900.32,0,17227458.63,21582363.5,5,2,3,3.7,Moderate Allocation
ABEO,5,-68729892.64,0,20682123.33,22353319.7,5,2,3,3.7,Moderate Allocation
ADAP,5,-140878898.6,0,18377717.44,19736476.4,5,2,3,3.7,Moderate Allocation
CRBP,5,-63078747,0,29231850.75,25219551.6,5,2,3,3.7,Moderate Allocation
GIFI,5,-25843477.68,0,16840469.99,25101697.4,5,2,3,3.7,Moderate Allocation
SESN,5,-56136930.68,0,45152022.71,24502853.4,5,2,3,3.7,Moderate Allocation
ICD,5,-65392219.84,0,19406855.49,23975130.6,5,2,3,3.7,Moderate Allocation
QRTEA,5,-334251072.3,0.4,1423898973,290112043.7,4,5,1,3.7,Moderate Allocation
TEVA,5,-1496458121,0.2,1683537495,440764546.3,4,5,1,3.7,Moderate Allocation
AA,5,-327611482.4,0.2,576467479.2,419713261.7,4,5,1,3.7,Moderate Allocation
MSTR,5,-315109849.8,0.4,754119454.2,400368790.5,4,5,1,3.7,Moderate Allocation
PANW,5,-143017628.5,0.2,353977630,504811323.9,4,5,1,3.7,Moderate Allocation
HP,5,-85392739.78,0.4,363760901.6,473721657.3,4,5,1,3.7,Moderate Allocation
NLY,5,-120727894.2,0.4,2062817617,580325197,4,5,1,3.7,Moderate Allocation
AR,5,72270171.38,0.4,1159088448,557275094.7,4,5,1,3.7,Moderate Allocation
CVNA,5,-326165436.4,0.2,770100630.2,552291778,4,5,1,3.7,Moderate Allocation
CZR,5,-550222693.1,0.4,976812146.8,699365579.6,4,5,1,3.7,Moderate Allocation
PLTR,5,-488205181.8,0.2,510370421.4,773033494.8,4,5,1,3.7,Moderate Allocation
ADNT,5,20450960.78,0.4,675016173.3,718424795.5,4,5,1,3.7,Moderate Allocation
PTEN,5,-298322715.4,0.4,475946162.8,682890788.8,4,5,1,3.7,Moderate Allocation
ETRN,5,-200708225.7,0.4,766124655.4,655802129.9,4,5,1,3.7,Moderate Allocation
CKX,5,-210049792,0.4,469224875.3,1049560460,4,5,1,3.7,Moderate Allocation
ADT,5,-165502759.3,0.4,462386092,925678455.1,4,5,1,3.7,Moderate Allocation
PINS,5,-262394077.1,0.2,648810452.5,1341226360,4,5,1,3.7,Moderate Allocation
CNX,5,111379003.1,0.2,943531801.9,1846860555,4,5,1,3.7,Moderate Allocation
BKR,5,-1734119347,0.4,4701744237,1820479011,4,5,1,3.7,Moderate Allocation
FLR,5,-411783440.7,0.4,657211327.3,1608270415,4,5,1,3.7,Moderate Allocation
AESE,5,277920330.4,0.2,38181108369,16334075042,4,5,1,3.7,Moderate Allocation
PCG,5,-1041693007,0.4,4126587343,10275492094,4,5,1,3.7,Moderate Allocation
UBER,5,-4584671735,0.2,4955013722,10062833832,4,5,1,3.7,Moderate Allocation
CREG,5,-3377179158,0.2,6704949192,8511974364,4,5,1,3.7,Moderate Allocation
CCH,5,1009333960,0.4,3664936784,7817193401,4,5,1,3.7,Moderate Allocation
ABNB,5,216120783.8,0.4,3434062185,5462139865,4,5,1,3.7,Moderate Allocation
PZG,5,-3587950039,0.2,3282013588,6156094545,4,5,1,3.7,Moderate Allocation
COTY,5,-853561725.5,0.4,1780291944,4392820442,4,5,1,3.7,Moderate Allocation
GPOR,5,-365019125.9,0.4,1472700373,3547964078,4,5,1,3.7,Moderate Allocation
UNIT,5,-767318371.8,0.2,1391751278,3115922114,4,5,1,3.7,Moderate Allocation
FTI,5,-1126388570,0.4,1555806103,2428834370,4,5,1,3.7,Moderate Allocation
BHR,5,-28292050.64,0.4,46875544.33,-27992513.2,4,3,4,3.7,Moderate Allocation
AAMC,5,15829991.64,0.4,46460440.05,-29292249.4,4,3,4,3.7,Moderate Allocation
GAN,5,-55103883.36,0.2,77073185.34,-37632376.7,4,3,4,3.7,Moderate Allocation
CDAY,5,-3783389.64,0.4,68614012.65,-23352462.4,4,3,4,3.7,Moderate Allocation
IMAX,5,-21882951.74,0.4,71552946.47,-21529041.5,4,3,4,3.7,Moderate Allocation
NLS,5,-26191766.54,0.4,73099346.09,-22189454.9,4,3,4,3.7,Moderate Allocation
TELL,5,-139633736.2,0,61850302.08,-7912169.4,4,3,4,3.7,Moderate Allocation
SMAR,5,-141471692.2,0,49393442.29,-10520183.6,4,3,4,3.7,Moderate Allocation
MAPS,5,-5162472.02,0.4,67103277.17,-9064114.9,4,3,4,3.7,Moderate Allocation
CARA,5,-76301934.34,0.2,49409132.96,-14879287.2,4,3,4,3.7,Moderate Allocation
EIGR,5,-67351865,0,22003745.51,-3191377,5,2,3,3.7,Moderate Allocation
CLBS,5,-26480171.24,0,18004580.04,-937181.6,5,2,3,3.7,Moderate Allocation
ZNOG,5,-17655375.56,0,21125107.79,-1380719.7,5,2,3,3.7,Moderate Allocation
PTGX,5,-95445016.44,0,30620177.68,-2696529.3,5,2,3,3.7,Moderate Allocation
NNBR,5,-47236120.88,0,32353276.59,-2780569.3,5,2,3,3.7,Moderate Allocation
QNCX,5,-56031743.26,0,24928747.95,5274914.1,5,2,3,3.7,Moderate Allocation
ANGN,5,-47582800.7,0,19583941.7,3099911.8,5,2,3,3.7,Moderate Allocation
EVBG,5,-69648696.46,0,23136736.05,2849351.8,5,2,3,3.7,Moderate Allocation
FLNT,5,-39688743.2,0.2,54581887.55,-62341055.5,4,3,4,3.7,Moderate Allocation
LIND,5,-71020478.74,0.2,56064486.4,-62749802.9,4,3,4,3.7,Moderate Allocation
PRTA,5,-75984516.62,0.2,85228020.07,-70940809.8,4,3,4,3.7,Moderate Allocation
BW,5,-63797938.04,0.2,92120567.28,-67994860.9,4,3,4,3.7,Moderate Allocation
HLX,5,-15966460.54,0.4,59385651.9,-68027681.9,4,3,4,3.7,Moderate Allocation
DHRM,5,-13241496.46,0.4,45864455.39,-40299679.9,4,3,4,3.7,Moderate Allocation
GSAT,5,-96116360.08,0.2,103131256.5,-38818374.1,4,3,4,3.7,Moderate Allocation
XL,5,-40671594.68,0.2,47253702.12,-49418154.9,4,3,4,3.7,Moderate Allocation
MXL,5,-6753019.24,0.4,89353445.84,-52023878.1,4,3,4,3.7,Moderate Allocation
GLT,5,-56041028.16,0.4,89608933.58,-50450160.9,4,3,4,3.7,Moderate Allocation
ANGI,5,-42408930.26,0.2,63535771.28,-74714730.8,4,3,4,3.7,Moderate Allocation
TWOU,5,-260031177,0,55427787.28,-78150955.6,4,3,4,3.7,Moderate Allocation
RYAM,5,-14188310.62,0.4,58718265.29,-76964961.1,4,3,4,3.7,Moderate Allocation
CRS,5,-14052794.98,0.6,147770632.2,-100296632.3,3,4,5,3.7,Moderate Allocation
LITE,5,112915210.1,0.6,206562395.6,-94491363.6,3,4,5,3.7,Moderate Allocation
MRVI,5,73267028.72,0.6,139946451.4,-117565780.3,3,4,5,3.7,Moderate Allocation
ALGT,5,63993597.28,0.8,157752403.5,-121693043.9,3,4,5,3.7,Moderate Allocation
CBRL,5,134446718.3,0.8,111648824,-120647346.8,3,4,5,3.7,Moderate Allocation
TRIP,5,-55864860.64,0.6,162525298,-115482274.5,3,4,5,3.7,Moderate Allocation
PTVE,5,36046468.24,0.6,201314038.1,-320272633.2,3,4,5,3.7,Moderate Allocation
PDM,5,109180989.5,0.6,128546639.5,-268240893.2,3,4,5,3.7,Moderate Allocation
HTA,5,-19103683.34,0.8,147208187.7,-277276033.9,3,4,5,3.7,Moderate Allocation
CTLT,5,223335681.7,0.8,324916552.6,-397437551.7,3,4,5,3.7,Moderate Allocation
STAR,5,87635579.12,0.6,152247684.7,-372714834.8,3,4,5,3.7,Moderate Allocation
IRBT,5,-67198952.42,0.6,214043744.4,-389389839.1,3,4,5,3.7,Moderate Allocation
KAR,5,69874354.84,0.8,161146512,-352851085.4,3,4,5,3.7,Moderate Allocation
IIVI,5,66797097.04,0.6,227404686.1,-354897842.7,3,4,5,3.7,Moderate Allocation
LEG,5,225505435.4,0.8,206793642.6,-444095087.2,3,4,5,3.7,Moderate Allocation
WRE,5,56612662.38,0.4,174677095.2,-419641894.1,3,4,5,3.7,Moderate Allocation
DEI,5,109578122,0.8,159252253.5,-420626542.3,3,4,5,3.7,Moderate Allocation
MTZ,5,202704504.4,0.8,197047837.9,-429101291,3,4,5,3.7,Moderate Allocation
VTR,5,162227589.3,0.6,242358554.8,-461480520.5,3,4,5,3.7,Moderate Allocation
EQC,5,216385922.5,0.8,247420781.2,-409982072,3,4,5,3.7,Moderate Allocation
KBR,5,17016481.9,0.6,192602367.3,-468270129.3,3,4,5,3.7,Moderate Allocation
TCNNF,5,-130472789.7,0.6,263881383.1,-599967695,3,4,5,3.7,Moderate Allocation
KW,5,94460723.72,0.8,249244803.8,-548300515.4,3,4,5,3.7,Moderate Allocation
OUT,5,-34176187.3,0.6,237993957.9,-571691722.5,3,4,5,3.7,Moderate Allocation
FLGT,5,138761974.8,0.6,249163875.3,-166088912.2,3,4,5,3.7,Moderate Allocation
LEVI,5,322142339.6,0.8,279569070,-159123917.1,3,4,5,3.7,Moderate Allocation
ILPT,5,-16152518.44,0.6,142158025.9,-160302257.8,3,4,5,3.7,Moderate Allocation
MC,5,152392205.7,0.8,137683924.4,-128836917.1,3,4,5,3.7,Moderate Allocation
BURL,5,244709720.8,0.8,277490782.7,-132860548.5,3,4,5,3.7,Moderate Allocation
ABCL,5,56808491.16,0.6,128204195.2,-139288515.5,3,4,5,3.7,Moderate Allocation
SLQT,5,-16695217.22,0.6,173263565.2,-130899564.4,3,4,5,3.7,Moderate Allocation
WWW,5,-32909807.3,0.4,136277226.6,-170252148.7,3,4,5,3.7,Moderate Allocation
DAN,5,35096834.84,0.6,187587993.9,-176819764.5,3,4,5,3.7,Moderate Allocation
RILY,5,91724229.58,0.6,239311710,-182063699.5,3,4,5,3.7,Moderate Allocation
KAMN,5,29349702.1,0.6,114041150.7,-208611090.8,3,4,5,3.7,Moderate Allocation
WW,5,-23869866.66,0.6,159671223.1,-224465524.6,3,4,5,3.7,Moderate Allocation
UPST,5,-41719011.92,0.4,138302024.9,-237565858.6,3,4,5,3.7,Moderate Allocation
OPI,5,-8719597.34,0.4,36379377.06,-98629787.2,4,2,5,3.6,Moderate Allocation
ANIK,5,-17004849.1,0.4,40231173.68,-107864745.9,4,2,5,3.6,Moderate Allocation
VOR,5,-66399002.9,0,41790077.06,-105772703.1,4,2,5,3.6,Moderate Allocation
WK,5,-70446034.68,0,39548415.71,-85970597.5,4,2,5,3.6,Moderate Allocation
BBGI,5,-24149761.64,0.2,34008284.6,-86196292.9,4,2,5,3.6,Moderate Allocation
TNXP,5,-80503610.22,0,40045477.4,-86365452.6,4,2,5,3.6,Moderate Allocation
MTRX,5,-30370825.84,0.2,35409265.65,-82772895.3,4,2,5,3.6,Moderate Allocation
TWST,5,-160636731.5,0,42234914.14,-90533530.2,4,2,5,3.6,Moderate Allocation
SYRS,5,-101365819.1,0,35976955.83,-91565037.9,4,2,5,3.6,Moderate Allocation
DCTH,5,-28760143.52,0,15350671.21,-40887513.2,5,1,4,3.6,Moderate Allocation
DTSS,5,-4491467.36,0,2888899.737,-6662190,5,1,4,3.6,Moderate Allocation
MCHX,5,-13215834.28,0,14699647.35,-5952358.3,5,1,4,3.6,Moderate Allocation
IPWR,5,-6760960.1,0,2403220.416,-5866982.3,5,1,4,3.6,Moderate Allocation
AEYE,5,-7562062.3,0,5405629.799,-5923703.6,5,1,4,3.6,Moderate Allocation
GLSI,5,-5310971.96,0,3068655.988,-5703550.1,5,1,4,3.6,Moderate Allocation
SILK,5,-52237326.2,0,3687266.418,-5346848.3,5,1,4,3.6,Moderate Allocation
MTNB,5,-21151258.54,0,2318277.147,-5356484.2,5,1,4,3.6,Moderate Allocation
DARE,5,-28960224.86,0,8923213.896,-14538602.2,5,1,4,3.6,Moderate Allocation
CUE,5,-46740433.1,0,6454519.311,-14570931.6,5,1,4,3.6,Moderate Allocation
MEIP,5,-37409915.92,0,14648745.25,-14014834.7,5,1,4,3.6,Moderate Allocation
PRSO,5,-13102327.2,0,12538172.2,-14736912.4,5,1,4,3.6,Moderate Allocation
ENG,5,-8340363.52,0,8153687.847,-14205140.5,5,1,4,3.6,Moderate Allocation
LRMR,5,-38110932.66,0,9570323.627,-13685368,5,1,4,3.6,Moderate Allocation
DMRC,5,-41343295.22,0,11168821.66,-13877698,5,1,4,3.6,Moderate Allocation
LTRN,5,-10213913.26,0,5790582.78,-13172302,5,1,4,3.6,Moderate Allocation
ACHV,5,-27506482.18,0,11784016.25,-13725291.8,5,1,4,3.6,Moderate Allocation
AQB,5,-19941165.2,0,5154231.727,-12913167.6,5,1,4,3.6,Moderate Allocation
PXLW,5,-19161328.62,0,6958193.205,-16701139.9,5,1,4,3.6,Moderate Allocation
RLMD,5,-21438357,0,12329109.25,-16883447.2,5,1,4,3.6,Moderate Allocation
CTXR,5,-24374666.7,0,8766722.404,-16894875.9,5,1,4,3.6,Moderate Allocation
MODN,5,-24850682.86,0,8786079.622,-17189800.2,5,1,4,3.6,Moderate Allocation
SINO,5,-17271881.38,0,8814810.813,-17221491,5,1,4,3.6,Moderate Allocation
CLPT,5,-13172861.86,0,7220437.254,-17378827,5,1,4,3.6,Moderate Allocation
CRIS,5,-42311562.06,0,11473612.59,-15905809.8,5,1,4,3.6,Moderate Allocation
INTV,5,-11641859.38,0,11554740.38,-15959322,5,1,4,3.6,Moderate Allocation
NVNO,5,-16522473,0,7725065.949,-15589324.7,5,1,4,3.6,Moderate Allocation
MBRX,5,-21110954.18,0,7304752.385,-15652044.6,5,1,4,3.6,Moderate Allocation
CYCC,5,-15465167.4,0,7144357.094,-15120334.3,5,1,4,3.6,Moderate Allocation
CAPR,5,-18453867.74,0,7876348.619,-15167231.3,5,1,4,3.6,Moderate Allocation
OPTT,5,-16539792.14,0,6651065.129,-15274361.5,5,1,4,3.6,Moderate Allocation
ALIM,5,-11513782.32,0,7049591.103,-9191104.3,5,1,4,3.6,Moderate Allocation
CTSO,5,-22794469.1,0,9716435.584,-9592938.7,5,1,4,3.6,Moderate Allocation
